title,price,available_quantity,image,description
Burger,59.78,47,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Parks
Eba and efo riro,4.13,14,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Market place
Amala and ewedu,30.98,5,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Home Office
startch and okra soup,7.38,48,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Home Office
Beans and bread,26.38,13,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Corporate
Salad,2.16,31,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Small Business
Coleslaw,50.98,13,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Home
Sphagetti,2.08,26,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Family
Noodles,6.48,50,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,School
Yourghurt,64.98,6,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Parks
Eggs,19.23,49,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Market place
Plantain and beans,300.98,18,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Home Office
Pottage,500.98,27,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Home Office
Yam pottage,45.19,5,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Corporate
Unripe plantain pottage,11.97,19,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Small Business
Pickles,4.55,31,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Home
Pizza,28.48,39,http://ghk.h-cdn.co/assets/16/38/980x490/landscape-1474822198-how-to-make-pancakes.jpg,Family
Pie,4.14,28,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Fish pepper soup,12.53,23,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Meat pepper soup,5.85,45,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Chicken pepper soup,280.98,47,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Mpin Moin,177.98,6,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Akara and oats,50.98,33,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Fried rice and chicken,48.04,24,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Ofada stew with white rice,261,24,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Ofada stew with ofada rice,1599,47,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
White beans and stew,804,46,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Stir fry,223,3,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Bread,12.95,10,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Bread and egg,115.99,18,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Bread and egg,65.99,32,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Bread and egg,15.98,16,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Bread and egg,140.85,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Bread and egg,4.28,47,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Bread and egg,56.96,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Bread and egg,279.48,29,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Rice and stew,165.98,15,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Jollof rice,308,40,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Yam and beans,128.24,31,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Yam and eggs,1098,41,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Meat,2989,6,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Chicken,4048,30,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Chicken pie,3599,14,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Pistachios,180.98,10,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Almonds,150.98,38,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Apple,381,26,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Pear,11.5,36,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Grapes,2299,16,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Peanut butter and Bread,1166,23,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Burger,12.88,3,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Eba and efo riro,15.28,36,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Amala and ewedu,300.98,25,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
startch and okra soup,65.99,22,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Beans and bread,4.91,10,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Salad,27.75,26,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Coleslaw,110.98,29,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Sphagetti,2.18,7,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Noodles,699.99,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Yourghurt,110.99,45,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Eggs,3.38,5,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Plantain and beans,8.74,31,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Pottage,2.78,15,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Yam pottage,4.14,35,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Unripe plantain pottage,6.48,12,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Pickles,3.28,4,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Pizza,9.78,19,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Pie,3.28,25,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Fish pepper soup,12.95,10,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Meat pepper soup,24.92,32,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Chicken pepper soup,83.1,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Mpin Moin,90.98,17,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Akara and oats,6.48,42,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Fried rice and chicken,39.99,40,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Ofada stew with white rice,300.98,21,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Ofada stew with ofada rice,20.98,39,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
White beans and stew,598,45,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Stir fry,528,21,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Bread,18.97,19,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Bread and egg,65.99,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Bread and egg,4.82,48,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Bread and egg,125.99,34,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Bread and egg,5.78,34,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Bread and egg,140.98,15,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Bread and egg,122.99,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Bread and egg,5.43,27,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Rice and stew,28.48,40,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Jollof rice,363.25,5,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Yam and beans,2.88,37,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Yam and eggs,49.99,28,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Meat,19.99,39,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Chicken,40.98,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Chicken pie,10.64,19,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Pistachios,2.78,5,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Almonds,5.98,34,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Apple,23.99,12,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Pear,65.99,43,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Grapes,499.99,18,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Peanut butter and Bread,100.98,41,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Burger,51.65,27,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Eba and efo riro,28.53,46,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Amala and ewedu,1200,8,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
startch and okra soup,1200,12,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Beans and bread,3600,48,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Salad,1200,4,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Coleslaw,1200,48,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Sphagetti,3600,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Noodles,3600,26,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Yourghurt,1200,5,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Eggs,1200,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Plantain and beans,3600,12,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Pottage,1200,17,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Yam pottage,3600,2,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Unripe plantain pottage,1200,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Pickles,1200,30,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Pizza,1200,43,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Pie,1200,50,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Fish pepper soup,1200,9,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Meat pepper soup,1200,49,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Chicken pepper soup,1200,2,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Mpin Moin,1200,5,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Akara and oats,1200,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Fried rice and chicken,1200,39,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Ofada stew with white rice,1200,22,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Ofada stew with ofada rice,1200,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
White beans and stew,1200,47,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Stir fry,3600,48,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Bread,1200,45,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Bread and egg,1200,6,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Bread and egg,1200,28,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Bread and egg,1200,43,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Bread and egg,3600,19,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Bread and egg,1200,7,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Bread and egg,1200,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Bread and egg,5000,44,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Rice and stew,300,47,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Jollof rice,1000,41,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Yam and beans,1500,49,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Yam and eggs,2500,10,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Meat,1200,44,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Chicken,3200,10,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Chicken pie,1000,20,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Pistachios,800,21,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Almonds,900,17,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Apple,725,8,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Pear,1000,31,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Grapes,2354,21,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Peanut butter and Bread,200,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Burger,400,14,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Eba and efo riro,200,7,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Amala and ewedu,499,28,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
startch and okra soup,45745,50,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Beans and bread,34773,31,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Salad,4590450,1,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Coleslaw,4590450,13,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Sphagetti,4590450,47,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Noodles,4590450,39,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Yourghurt,370,11,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Eggs,370,32,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Small Business
Plantain and beans,370,44,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home
Pottage,370,12,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Family
Yam pottage,370,26,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,School
Unripe plantain pottage,345,29,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Parks
Pickles,2550.14,24,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Market place
Pizza,55.48,36,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Peanut butter and Bread,28.99,4,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Home Office
Burger,4.91,39,https://d36wnpk9e3wo84.cloudfront.net/menu-item-images/800/web-crispy-chicken-sandwich.jpg,Corporate
Eba and efo riro,259.71,5,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Small Business
Amala and ewedu,59.78,42,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home
startch and okra soup,4.13,23,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Family
Beans and bread,30.98,21,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,School
Salad,7.38,18,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Parks
Coleslaw,26.38,18,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Market place
Sphagetti,2.16,30,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Noodles,50.98,10,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Yourghurt,2.08,26,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Corporate
Eggs,6.48,7,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Small Business
Plantain and beans,64.98,36,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home
Pottage,19.23,42,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Family
Yam pottage,300.98,32,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,School
Unripe plantain pottage,500.98,16,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Parks
Pickles,45.19,20,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Market place
Pizza,11.97,34,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Pie,4.55,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Fish pepper soup,28.48,36,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Corporate
Meat pepper soup,4.14,18,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Small Business
Chicken pepper soup,12.53,42,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home
Mpin Moin,5.85,37,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Family
Akara and oats,280.98,38,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,School
Fried rice and chicken,177.98,14,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Parks
Ofada stew with white rice,50.98,12,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Market place
Ofada stew with ofada rice,48.04,50,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
White beans and stew,261,18,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Stir fry,1599,1,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Corporate
Bread,804,46,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Small Business
Bread and egg,223,17,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home
Bread and egg,12.95,37,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Family
Bread and egg,115.99,42,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,School
Bread and egg,65.99,2,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Parks
Bread and egg,15.98,2,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Market place
Bread and egg,140.85,2,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Bread and egg,4.28,2,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Rice and stew,56.96,2,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Corporate
Jollof rice,279.48,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Small Business
Yam and beans,165.98,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home
Yam and eggs,308,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Family
Meat,128.24,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,School
Chicken,1098,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Parks
Chicken pie,2989,45,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Market place
Pistachios,4048,8,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Almonds,3599,10,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home Office
Apple,180.98,6,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Corporate
Pear,150.98,49,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Small Business
Grapes,381,27,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Home
Peanut butter and Bread,11.5,30,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,Family
Burger,2299,19,http://www.informationng.com/wp-content/uploads/2016/04/Amala-and-Ewedu.jpeg,School
